FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
190205;1200;18;;;
190205;1300;22;;;
190205;1400;18;;;
190205;1500;21;;;
190205;1600;20;;;
190205;1700;24;;;
190205;1800;18;;;
190205;1900;21;;;
190205;2000;31;;;
190205;2100;26;;;
190205;2200;18;;;
190205;2300;19;;;
190206;0000;22;;;
190206;0100;21;;;
190206;0200;24;;;
190206;0300;22;;;
190206;0400;22;;;
190206;0500;18;;;
190206;0600;23;;;
190206;0700;44;;;
190206;0800;49;;;
190206;0900;54;;;
190206;1000;58;;;
190206;1100;47;;;
190206;1200;39;;;
190206;1300;22;;;
190206;1400;26;;;
190206;1500;24;;;
190206;1600;22;;;
190206;1700;18;;;
190206;1800;19;;;
190206;1900;23;;;
190206;2000;27;;;
190206;2100;21;;;
190206;2200;20;;;
190206;2300;33;;;
190207;0000;35;;;
190207;0100;19;;;
190207;0200;21;;;
190207;0300;20;;;
190207;0400;24;;;
190207;0500;25;;;
190207;0600;34;;;
190207;0700;41;;;
190207;0800;42;;;
190207;0900;51;;;
190207;1000;58;;;
190207;1100;52;;;
190207;1200;46;;;
190207;1300;45;;;
190207;1400;49;;;
190207;1500;48;;;
190207;1600;44;;;
190207;1700;36;;;
190207;1800;34;;;
190207;1900;24;;;
190207;2000;24;;;
190207;2100;21;;;
190207;2200;19;;;
190207;2300;14;;;
190208;0000;19;;;
190208;0100;14;;;
190208;0200;20;;;
190208;0300;22;;;
190208;0400;17;;;
190208;0500;20;;;
190208;0600;19;;;
190208;0700;32;;;
190208;0800;33;;;
190208;0900;38;;;
190208;1000;43;;;
190208;1100;38;;;
190208;1200;37;;;
190208;1300;31;;;
190208;1400;38;;;
190208;1500;34;;;
190208;1600;32;;;
190208;1700;35;;;
190208;1800;26;;;
190208;1900;25;;;
190208;2000;23;;;
190208;2100;19;;;
190208;2200;20;;;
190208;2300;21;;;
190209;0000;17;;;
190209;0100;15;;;
190209;0200;17;;;
190209;0300;20;;;
190209;0400;17;;;
190209;0500;12;;;
190209;0600;20;;;
190209;0700;40;;;
190209;0800;46;;;
190209;0900;58;;;
190209;1000;46;;;
190209;1100;63;;;
190209;1200;48;;;
190209;1300;46;;;
190209;1400;47;;;
190209;1500;40;;;
190209;1600;38;;;
190209;1700;34;;;
190209;1800;32;;;
190209;1900;22;;;
190209;2000;16;;;
190209;2100;22;;;
190209;2200;21;;;
190209;2300;21;;;
190210;0000;25;;;
190210;0100;19;;;
190210;0200;20;;;
190210;0300;16;;;
190210;0400;17;;;
190210;0500;17;;;
190210;0600;19;;;
190210;0700;23;;;
190210;0800;17;;;
190210;0900;43;;;
190210;1000;36;;;
190210;1100;34;;;
190210;1200;22;;;
190210;1300;28;;;
190210;1400;26;;;
190210;1500;14;;;
190210;1600;9;;;
190210;1700;15;;;
190210;1800;17;;;
190210;1900;14;;;
190210;2000;10;;;
190210;2100;8;;;
190210;2200;10;;;
190210;2300;14;;;
190211;0000;17;;;
190211;0100;12;;;
190211;0200;13;;;
190211;0300;17;;;
190211;0400;14;;;
190211;0500;16;;;
190211;0600;11;;;
190211;0700;18;;;
190211;0800;23;;;
190211;0900;24;;;
190211;1000;28;;;
190211;1100;28;;;
190211;1200;23;;;
190211;1300;32;;;
190211;1400;25;;;
190211;1500;11;;;
190211;1600;13;;;
190211;1700;11;;;
190211;1800;10;;;
190211;1900;15;;;
190211;2000;15;;;
190211;2100;33;;;
190211;2200;24;;;
190211;2300;12;;;
190212;0000;9;;;
190212;0100;15;;;
190212;0200;9;;;
190212;0300;8;;;
190212;0400;7;;;
190212;0500;14;;;
190212;0600;15;;;
190212;0700;22;;;
190212;0800;24;;;
190212;0900;34;;;
190212;1000;27;;;
190212;1100;15;;;
190212;1200;11;;;
190212;1300;10;;;
190212;1400;8;;;
190212;1500;11;;;
190212;1600;17;;;
190212;1700;16;;;
190212;1800;11;;;
190212;1900;12;;;
190212;2000;17;;;
190212;2100;15;;;
190212;2200;11;;;
190212;2300;7;;;
190213;0000;16;;;
190213;0100;7;;;
190213;0200;8;;;
190213;0300;9;;;
190213;0400;10;;;
190213;0500;13;;;
190213;0600;11;;;
190213;0700;13;;;
190213;0800;20;;;
190213;0900;10;;;
190213;1000;8;;;
190213;1100;13;;;
190213;1200;14;;;
190213;1300;10;;;
190213;1400;7;;;
190213;1500;7;;;
190213;1600;7;;;
190213;1700;6;;;
190213;1800;8;;;
190213;1900;11;;;
190213;2000;9;;;
190213;2100;11;;;
190213;2200;12;;;
190213;2300;16;;;
190214;0000;11;;;
190214;0100;15;;;
190214;0200;13;;;
190214;0300;17;;;
190214;0400;14;;;
190214;0500;16;;;
190214;0600;18;;;
190214;0700;26;;;
190214;0800;24;;;
190214;0900;25;;;
190214;1000;21;;;
190214;1100;14;;;
190214;1200;17;;;
190214;1300;21;;;
190214;1400;24;;;
190214;1500;;;;
190214;1600;;;;
190214;1700;;;;
190214;1800;;;;
190214;1900;;;;
190214;2000;;;;
190214;2100;36;;;
190214;2200;29;;;
190214;2300;30;;;
190215;0000;29;;;
190215;0100;30;;;
190215;0200;30;;;
190215;0300;28;;;
190215;0400;24;;;
190215;0500;23;;;
190215;0600;30;;;
190215;0700;45;;;
190215;0800;38;;;
190215;0900;24;;;
190215;1000;25;;;
190215;1100;24;;;
190215;1200;28;;;
190215;1300;34;;;
190215;1400;28;;;
190215;1500;29;;;
190215;1600;28;;;
190215;1700;24;;;
190215;1800;30;;;
190215;1900;29;;;
190215;2000;20;;;
190215;2100;18;;;
190215;2200;17;;;
190215;2300;16;;;
190216;0000;15;;;
190216;0100;10;;;
190216;0200;11;;;
190216;0300;11;;;
190216;0400;12;;;
190216;0500;15;;;
190216;0600;18;;;
190216;0700;21;;;
190216;0800;19;;;
190216;0900;20;;;
190216;1000;15;;;
190216;1100;23;;;
190216;1200;24;;;
190216;1300;28;;;
190216;1400;25;;;
190216;1500;22;;;
190216;1600;20;;;
190216;1700;22;;;
190216;1800;16;;;
190216;1900;16;;;
190216;2000;10;;;
190216;2100;13;;;
190216;2200;10;;;
190216;2300;12;;;
190217;0000;16;;;
190217;0100;14;;;
190217;0200;12;;;
190217;0300;12;;;
190217;0400;10;;;
190217;0500;12;;;
190217;0600;12;;;
190217;0700;14;;;
190217;0800;25;;;
190217;0900;22;;;
190217;1000;23;;;
190217;1100;25;;;
190217;1200;23;;;
190217;1300;24;;;
190217;1400;17;;;
190217;1500;25;;;
190217;1600;19;;;
190217;1700;18;;;
190217;1800;21;;;
190217;1900;15;;;
190217;2000;;;;
190217;2100;;;;
190217;2200;15;;;
190217;2300;13;;;
190218;0000;14;;;
190218;0100;13;;;
190218;0200;13;;;
190218;0300;17;;;
190218;0400;12;;;
190218;0500;21;;;
190218;0600;21;;;
190218;0700;30;;;
190218;0800;37;;;
190218;0900;30;;;
190218;1000;27;;;
190218;1100;23;;;
190218;1200;25;;;
190218;1300;21;;;
190218;1400;19;;;
190218;1500;15;;;
190218;1600;18;;;
190218;1700;10;;;
190218;1800;15;;;
190218;1900;24;;;
190218;2000;20;;;
190218;2100;16;;;
190218;2200;16;;;
190218;2300;13;;;
190219;0000;16;;;
190219;0100;18;;;
190219;0200;19;;;
190219;0300;13;;;
190219;0400;19;;;
190219;0500;24;;;
190219;0600;24;;;
190219;0700;32;;;
190219;0800;36;;;
190219;0900;32;;;
190219;1000;34;;;
190219;1100;31;;;
190219;1200;20;;;
190219;1300;18;;;
190219;1400;20;;;
190219;1500;13;;;
190219;1600;14;;;
190219;1700;14;;;
190219;1800;14;;;
190219;1900;16;;;
190219;2000;17;;;
190219;2100;17;;;
190219;2200;19;;;
190219;2300;17;;;
190220;0000;18;;;
190220;0100;22;;;
190220;0200;19;;;
190220;0300;29;;;
190220;0400;28;;;
190220;0500;24;;;
190220;0600;26;;;
190220;0700;29;;;
190220;0800;28;;;
190220;0900;36;;;
190220;1000;24;;;
190220;1100;23;;;
190220;1200;22;;;
190220;1300;21;;;
190220;1400;20;;;
190220;1500;12;;;
190220;1600;16;;;
190220;1700;12;;;
190220;1800;14;;;
190220;1900;13;;;
190220;2000;12;;;
190220;2100;22;;;
190220;2200;7;;;
190220;2300;12;;;
190221;0000;15;;;
190221;0100;14;;;
190221;0200;9;;;
190221;0300;9;;;
190221;0400;13;;;
190221;0500;12;;;
190221;0600;12;;;
190221;0700;20;;;
190221;0800;21;;;
190221;0900;23;;;
190221;1000;28;;;
190221;1100;19;;;
190221;1200;20;;;
190221;1300;23;;;
190221;1400;18;;;
190221;1500;16;;;
190221;1600;15;;;
190221;1700;14;;;
190221;1800;15;;;
190221;1900;8;;;
190221;2000;11;;;
190221;2100;10;;;
190221;2200;6;;;
190221;2300;6;;;
190222;0000;3;;;
190222;0100;4;;;
190222;0200;6;;;
190222;0300;7;;;
190222;0400;10;;;
190222;0500;8;;;
190222;0600;10;;;
190222;0700;18;;;
190222;0800;14;;;
190222;0900;15;;;
190222;1000;19;;;
190222;1100;24;;;
190222;1200;30;;;
190222;1300;21;;;
190222;1400;13;;;
190222;1500;11;;;
190222;1600;9;;;
190222;1700;11;;;
190222;1800;10;;;
190222;1900;8;;;
190222;2000;21;;;
190222;2100;10;;;
190222;2200;8;;;
190222;2300;10;;;
190223;0000;10;;;
190223;0100;10;;;
190223;0200;7;;;
190223;0300;11;;;
190223;0400;9;;;
190223;0500;10;;;
190223;0600;9;;;
190223;0700;14;;;
190223;0800;27;;;
190223;0900;23;;;
190223;1000;16;;;
190223;1100;9;;;
190223;1200;26;;;
190223;1300;16;;;
190223;1400;7;;;
190223;1500;15;;;
190223;1600;12;;;
190223;1700;8;;;
190223;1800;7;;;
190223;1900;7;;;
190223;2000;8;;;
190223;2100;12;;;
190223;2200;9;;;
190223;2300;11;;;
190224;0000;12;;;
190224;0100;13;;;
190224;0200;10;;;
190224;0300;9;;;
190224;0400;9;;;
190224;0500;12;;;
190224;0600;10;;;
190224;0700;17;;;
190224;0800;28;;;
190224;0900;30;;;
190224;1000;15;;;
190224;1100;17;;;
190224;1200;12;;;
190224;1300;8;;;
190224;1400;20;;;
190224;1500;3;;;
190224;1600;21;;;
190224;1700;9;;;
190224;1800;8;;;
190224;1900;11;;;
190224;2000;16;;;
190224;2100;11;;;
190224;2200;14;;;
190224;2300;13;;;
190225;0000;15;;;
190225;0100;12;;;
190225;0200;13;;;
190225;0300;10;;;
190225;0400;13;;;
190225;0500;16;;;
190225;0600;14;;;
190225;0700;36;;;
190225;0800;37;;;
190225;0900;34;;;
190225;1000;34;;;
190225;1100;30;;;
190225;1200;12;;;
190225;1300;15;;;
190225;1400;12;;;
190225;1500;11;;;
190225;1600;18;;;
190225;1700;13;;;
190225;1800;9;;;
190225;1900;7;;;
190225;2000;9;;;
190225;2100;22;;;
190225;2200;7;;;
190225;2300;13;;;
190226;0000;13;;;
190226;0100;16;;;
190226;0200;11;;;
190226;0300;14;;;
190226;0400;10;;;
190226;0500;19;;;
190226;0600;17;;;
190226;0700;29;;;
190226;0800;47;;;
190226;0900;27;;;
190226;1000;21;;;
190226;1100;22;;;
190226;1200;17;;;
190226;1300;21;;;
190226;1400;28;;;
190226;1500;18;;;
190226;1600;11;;;
190226;1700;13;;;
190226;1800;15;;;
190226;1900;15;;;
190226;2000;18;;;
190226;2100;18;;;
190226;2200;12;;;
190226;2300;20;;;
190227;0000;24;;;
190227;0100;32;;;
190227;0200;24;;;
190227;0300;23;;;
190227;0400;18;;;
190227;0500;24;;;
190227;0600;25;;;
190227;0700;43;;;
190227;0800;57;;;
190227;0900;63;;;
190227;1000;36;;;
190227;1100;23;;;
190227;1200;21;;;
190227;1300;12;;;
190227;1400;13;;;
190227;1500;10;;;
190227;1600;11;;;
190227;1700;9;;;
190227;1800;12;;;
190227;1900;19;;;
190227;2000;10;;;
190227;2100;14;;;
190227;2200;12;;;
190227;2300;11;;;
190228;0000;15;;;
190228;0100;18;;;
190228;0200;19;;;
190228;0300;22;;;
190228;0400;20;;;
190228;0500;26;;;
190228;0600;28;;;
190228;0700;36;;;
190228;0800;52;;;
190228;0900;55;;;
190228;1000;46;;;
190228;1100;44;;;
190228;1200;36;;;
190228;1300;36;;;
190228;1400;33;;;
190228;1500;33;;;
190228;1600;29;;;
190228;1700;23;;;
190228;1800;20;;;
190228;1900;18;;;
190228;2000;17;;;
190228;2100;10;;;
190228;2200;19;;;
190228;2300;13;;;
190301;0000;11;;;
190301;0100;9;;;
190301;0200;11;;;
190301;0300;13;;;
190301;0400;12;;;
190301;0500;15;;;
190301;0600;18;;;
190301;0700;36;;;
190301;0800;50;;;
190301;0900;42;;;
190301;1000;49;;;
190301;1100;34;;;
190301;1200;22;;;
190301;1300;19;;;
190301;1400;17;;;
190301;1500;15;;;
190301;1600;18;;;
190301;1700;12;;;
190301;1800;14;;;
190301;1900;18;;;
190301;2000;15;;;
190301;2100;20;;;
190301;2200;26;;;
190301;2300;18;;;
190302;0000;20;;;
190302;0100;17;;;
190302;0200;24;;;
190302;0300;17;;;
190302;0400;21;;;
190302;0500;19;;;
190302;0600;25;;;
190302;0700;32;;;
190302;0800;47;;;
190302;0900;42;;;
190302;1000;38;;;
190302;1100;36;;;
190302;1200;21;;;
190302;1300;19;;;
190302;1400;32;;;
190302;1500;30;;;
190302;1600;24;;;
190302;1700;30;;;
190302;1800;22;;;
190302;1900;15;;;
190302;2000;10;;;
190302;2100;16;;;
190302;2200;10;;;
190302;2300;17;;;
190303;0000;16;;;
190303;0100;16;;;
190303;0200;16;;;
190303;0300;16;;;
190303;0400;16;;;
190303;0500;16;;;
190303;0600;16;;;
190303;0700;16;;;
190303;0800;25;;;
190303;0900;31;;;
190303;1000;28;;;
190303;1100;27;;;
190303;1200;28;;;
190303;1300;29;;;
190303;1400;30;;;
190303;1500;23;;;
190303;1600;25;;;
190303;1700;23;;;
190303;1800;15;;;
190303;1900;14;;;
190303;2000;13;;;
190303;2100;11;;;
190303;2200;11;;;
190303;2300;12;;;
190304;0000;10;;;
190304;0100;8;;;
190304;0200;8;;;
190304;0300;13;;;
190304;0400;11;;;
190304;0500;16;;;
190304;0600;17;;;
190304;0700;21;;;
190304;0800;30;;;
190304;0900;36;;;
190304;1000;17;;;
190304;1100;19;;;
190304;1200;7;;;
190304;1300;13;;;
190304;1400;13;;;
190304;1500;8;;;
190304;1600;8;;;
190304;1700;9;;;
190304;1800;10;;;
190304;1900;11;;;
190304;2000;11;;;
190304;2100;11;;;
190304;2200;11;;;
190304;2300;15;;;
190305;0000;14;;;
190305;0100;13;;;
190305;0200;14;;;
190305;0300;10;;;
190305;0400;10;;;
190305;0500;9;;;
190305;0600;23;;;
190305;0700;29;;;
190305;0800;52;;;
190305;0900;53;;;
190305;1000;44;;;
190305;1100;42;;;
190305;1200;38;;;
190305;1300;43;;;
190305;1400;38;;;
190305;1500;34;;;
190305;1600;31;;;
190305;1700;26;;;
190305;1800;29;;;
190305;1900;26;;;
190305;2000;21;;;
190305;2100;16;;;
190305;2200;14;;;
190305;2300;12;;;
190306;0000;15;;;
190306;0100;15;;;
190306;0200;11;;;
190306;0300;18;;;
190306;0400;17;;;
190306;0500;19;;;
190306;0600;24;;;
190306;0700;41;;;
190306;0800;50;;;
190306;0900;53;;;
190306;1000;44;;;
190306;1100;29;;;
190306;1200;31;;;
190306;1300;24;;;
190306;1400;34;;;
190306;1500;27;;;
190306;1600;24;;;
190306;1700;22;;;
190306;1800;23;;;
190306;1900;14;;;
190306;2000;9;;;
190306;2100;17;;;
190306;2200;18;;;
190306;2300;2;;;
190307;0000;4;;;
190307;0100;18;;;
190307;0200;13;;;
190307;0300;16;;;
190307;0400;7;;;
190307;0500;10;;;
190307;0600;10;;;
190307;0700;23;;;
190307;0800;27;;;
190307;0900;31;;;
190307;1000;29;;;
190307;1100;33;;;
190307;1200;25;;;
190307;1300;22;;;
190307;1400;7;;;
190307;1500;8;;;
190307;1600;10;;;
190307;1700;7;;;
190307;1800;6;;;
190307;1900;17;;;
190307;2000;8;;;
190307;2100;8;;;
190307;2200;5;;;
190307;2300;2;;;
190308;0000;4;;;
190308;0100;4;;;
190308;0200;8;;;
190308;0300;8;;;
190308;0400;5;;;
190308;0500;8;;;
190308;0600;10;;;
190308;0700;10;;;
190308;0800;21;;;
190308;0900;24;;;
190308;1000;28;;;
190308;1100;21;;;
190308;1200;18;;;
190308;1300;18;;;
190308;1400;10;;;
190308;1500;15;;;
190308;1600;15;;;
190308;1700;12;;;
190308;1800;10;;;
190308;1900;20;;;
190308;2000;13;;;
190308;2100;12;;;
190308;2200;12;;;
190308;2300;11;;;
190309;0000;11;;;
190309;0100;9;;;
190309;0200;8;;;
190309;0300;9;;;
190309;0400;16;;;
190309;0500;15;;;
190309;0600;14;;;
190309;0700;20;;;
190309;0800;22;;;
190309;0900;28;;;
190309;1000;32;;;
190309;1100;24;;;
190309;1200;18;;;
190309;1300;22;;;
190309;1400;13;;;
190309;1500;22;;;
190309;1600;20;;;
190309;1700;16;;;
190309;1800;16;;;
190309;1900;12;;;
190309;2000;16;;;
190309;2100;17;;;
190309;2200;13;;;
190309;2300;9;;;
190310;0000;13;;;
190310;0100;8;;;
190310;0200;6;;;
190310;0300;10;;;
190310;0400;7;;;
190310;0500;10;;;
190310;0600;7;;;
190310;0700;6;;;
190310;0800;10;;;
190310;0900;16;;;
190310;1000;18;;;
190310;1100;16;;;
190310;1200;17;;;
190310;1300;14;;;
190310;1400;16;;;
190310;1500;16;;;
190310;1600;16;;;
190310;1700;13;;;
190310;1800;10;;;
190310;1900;12;;;
190310;2000;11;;;
190310;2100;8;;;
190310;2200;7;;;
190310;2300;7;;;
190311;0000;13;;;
190311;0100;9;;;
190311;0200;9;;;
190311;0300;8;;;
190311;0400;11;;;
190311;0500;14;;;
190311;0600;13;;;
190311;0700;23;;;
190311;0800;22;;;
190311;0900;26;;;
190311;1000;29;;;
190311;1100;21;;;
190311;1200;25;;;
190311;1300;23;;;
190311;1400;24;;;
190311;1500;23;;;
190311;1600;25;;;
190311;1700;20;;;
190311;1800;17;;;
190311;1900;13;;;
190311;2000;17;;;
190311;2100;13;;;
190311;2200;12;;;
190311;2300;9;;;
190312;0000;10;;;
190312;0100;11;;;
190312;0200;13;;;
190312;0300;18;;;
190312;0400;12;;;
190312;0500;16;;;
190312;0600;23;;;
190312;0700;27;;;
190312;0800;35;;;
190312;0900;39;;;
190312;1000;23;;;
190312;1100;26;;;
190312;1200;23;;;
190312;1300;22;;;
190312;1400;25;;;
190312;1500;10;;;
190312;1600;16;;;
190312;1700;11;;;
190312;1800;9;;;
190312;1900;13;;;
190312;2000;13;;;
190312;2100;11;;;
190312;2200;10;;;
190312;2300;13;;;
190313;0000;15;;;
190313;0100;19;;;
190313;0200;17;;;
190313;0300;23;;;
190313;0400;33;;;
190313;0500;32;;;
190313;0600;30;;;
190313;0700;38;;;
190313;0800;46;;;
190313;0900;31;;;
190313;1000;45;;;
190313;1100;38;;;
190313;1200;33;;;
190313;1300;29;;;
190313;1400;35;;;
190313;1500;26;;;
190313;1600;;;;
190313;1700;;;;
190313;1800;31;;;
190313;1900;16;;;
190313;2000;18;;;
190313;2100;18;;;
190313;2200;16;;;
190313;2300;21;;;
190314;0000;16;;;
190314;0100;20;;;
190314;0200;21;;;
190314;0300;17;;;
190314;0400;22;;;
190314;0500;18;;;
190314;0600;21;;;
190314;0700;31;;;
190314;0800;38;;;
190314;0900;33;;;
190314;1000;41;;;
190314;1100;32;;;
190314;1200;24;;;
190314;1300;15;;;
190314;1400;15;;;
190314;1500;29;;;
190314;1600;22;;;
190314;1700;15;;;
190314;1800;13;;;
190314;1900;21;;;
190314;2000;14;;;
190314;2100;20;;;
190314;2200;10;;;
190314;2300;14;;;
190315;0000;16;;;
190315;0100;14;;;
190315;0200;14;;;
190315;0300;12;;;
190315;0400;16;;;
190315;0500;18;;;
190315;0600;23;;;
190315;0700;26;;;
190315;0800;30;;;
190315;0900;38;;;
190315;1000;36;;;
190315;1100;26;;;
190315;1200;17;;;
190315;1300;17;;;
190315;1400;14;;;
190315;1500;14;;;
190315;1600;16;;;
190315;1700;8;;;
190315;1800;13;;;
190315;1900;8;;;
190315;2000;9;;;
190315;2100;9;;;
190315;2200;6;;;
190315;2300;13;;;
190316;0000;8;;;
190316;0100;8;;;
190316;0200;11;;;
190316;0300;15;;;
190316;0400;11;;;
190316;0500;12;;;
190316;0600;13;;;
190316;0700;25;;;
190316;0800;50;;;
190316;0900;46;;;
190316;1000;19;;;
190316;1100;26;;;
190316;1200;20;;;
190316;1300;21;;;
190316;1400;21;;;
190316;1500;14;;;
190316;1600;12;;;
190316;1700;13;;;
190316;1800;33;;;
190316;1900;28;;;
190316;2000;25;;;
190316;2100;18;;;
190316;2200;12;;;
190316;2300;12;;;
190317;0000;16;;;
190317;0100;13;;;
190317;0200;20;;;
190317;0300;22;;;
190317;0400;16;;;
190317;0500;16;;;
190317;0600;17;;;
190317;0700;21;;;
190317;0800;24;;;
190317;0900;28;;;
190317;1000;18;;;
190317;1100;23;;;
190317;1200;20;;;
190317;1300;23;;;
190317;1400;19;;;
190317;1500;16;;;
190317;1600;10;;;
190317;1700;10;;;
190317;1800;11;;;
190317;1900;8;;;
190317;2000;11;;;
190317;2100;15;;;
190317;2200;14;;;
190317;2300;15;;;
190318;0000;16;;;
190318;0100;12;;;
190318;0200;15;;;
190318;0300;15;;;
190318;0400;13;;;
190318;0500;15;;;
190318;0600;22;;;
190318;0700;31;;;
190318;0800;37;;;
190318;0900;23;;;
190318;1000;16;;;
190318;1100;20;;;
190318;1200;16;;;
190318;1300;15;;;
190318;1400;14;;;
190318;1500;17;;;
190318;1600;13;;;
190318;1700;13;;;
190318;1800;8;;;
190318;1900;8;;;
190318;2000;14;;;
190318;2100;11;;;
190318;2200;12;;;
190318;2300;14;;;
190319;0000;14;;;
190319;0100;12;;;
190319;0200;11;;;
190319;0300;8;;;
190319;0400;11;;;
190319;0500;13;;;
190319;0600;17;;;
190319;0700;21;;;
190319;0800;19;;;
190319;0900;25;;;
190319;1000;23;;;
190319;1100;17;;;
190319;1200;17;;;
190319;1300;11;;;
190319;1400;12;;;
190319;1500;10;;;
190319;1600;7;;;
190319;1700;7;;;
190319;1800;10;;;
190319;1900;14;;;
190319;2000;22;;;
190319;2100;15;;;
190319;2200;22;;;
190319;2300;21;;;
190320;0000;15;;;
190320;0100;13;;;
190320;0200;16;;;
190320;0300;19;;;
190320;0400;19;;;
190320;0500;23;;;
190320;0600;25;;;
190320;0700;33;;;
190320;0800;50;;;
190320;0900;30;;;
190320;1000;29;;;
190320;1100;26;;;
190320;1200;21;;;
190320;1300;15;;;
190320;1400;25;;;
190320;1500;30;;;
190320;1600;26;;;
190320;1700;19;;;
190320;1800;27;;;
190320;1900;30;;;
190320;2000;32;;;
190320;2100;34;;;
190320;2200;33;;;
190320;2300;36;;;
190321;0000;45;;;
190321;0100;44;;;
190321;0200;37;;;
190321;0300;32;;;
190321;0400;25;;;
190321;0500;27;;;
190321;0600;30;;;
190321;0700;48;;;
190321;0800;44;;;
190321;0900;45;;;
190321;1000;;;;
190321;1100;;;;
190321;1200;;;;
190321;1300;;;3;
190321;1400;;;0;
190321;1500;;;0;
190321;1600;;;0;
190321;1700;;;1;
190321;1800;;;0;
190321;1900;;;0;
190321;2000;;;0;
190321;2100;;;0;
190321;2200;;;1;
190321;2300;;;1;
190322;0000;;;2;
190322;0100;;;1;
190322;0200;;;0;
190322;0300;;;0;
190322;0400;;;0;
190322;0500;;;2;
190322;0600;;;3;
190322;0700;;;0;
190322;0800;;;2;
190322;0900;;;3;
190322;1000;;;1;
190322;1100;;;1;
190322;1200;;;0;
190322;1300;;;1;
190322;1400;;;1;
190322;1500;;;0;
190322;1600;;;0;
190322;1700;;;0;
190322;1800;;;1;
190322;1900;;;0;
190322;2000;;;1;
190322;2100;;;4;
190322;2200;;;3;
190322;2300;;;1;
190323;0000;;;3;
190323;0100;;;2;
190323;0200;;;0;
190323;0300;;;0;
190323;0400;;;0;
190323;0500;;;1;
190323;0600;;;2;
190323;0700;;;3;
190323;0800;;;0;
190323;0900;;;0;
190323;1000;;;3;
190323;1100;;;1;
190323;1200;;;1;
190323;1300;;;0;
190323;1400;;;0;
190323;1500;;;3;
190323;1600;;;3;
190323;1700;;;0;
190323;1800;;;3;
190323;1900;;;4;
190323;2000;;;2;
190323;2100;;;5;
190323;2200;;;3;
190323;2300;;;0;
190324;0000;;;5;
190324;0100;;;3;
190324;0200;;;1;
190324;0300;;;2;
190324;0400;;;2;
190324;0500;;;4;
190324;0600;;;0;
190324;0700;;;0;
190324;0800;;;0;
190324;0900;;;0;
190324;1000;;;1;
190324;1100;;;1;
190324;1200;;;1;
190324;1300;;;3;
190324;1400;;;4;
190324;1500;;;2;
190324;1600;;;0;
190324;1700;;;0;
190324;1800;;;0;
190324;1900;;;3;
190324;2000;;;2;
190324;2100;;;4;
190324;2200;;;3;
190324;2300;;;0;
190325;0000;;;0;
190325;0100;;;2;
190325;0200;;;2;
190325;0300;;;1;
190325;0400;;;4;
190325;0500;;;5;
190325;0600;;;3;
190325;0700;;;2;
190325;0800;;;;
190325;0900;;;;
190325;1000;;;;
190325;1100;;;;
190325;1200;;;;
190325;1300;;;;
190325;1400;;;;
190325;1500;;;;
190325;1600;;;;
190325;1700;;;;
190325;1800;;;;
190325;1900;;;;
190325;2000;;;;
190325;2100;;;;
190325;2200;;;;
190325;2300;;;;
190326;0000;;;;
190326;0100;;;;
190326;0200;;;;
190326;0300;;;;
190326;0400;;;;
190326;0500;;;;
190326;0600;;;;
190326;0700;;;;
190326;0800;;;;
190326;0900;;;;
190326;1000;;;;
190326;1100;;;;
190326;1200;;;;
190326;1300;;;;
190326;1400;;;;
190326;1500;;;;
190326;1600;;;;
190326;1700;21;;;
190326;1800;25;;;
190326;1900;19;;;
190326;2000;17;;;
190326;2100;17;;;
190326;2200;13;;;
190326;2300;17;;;
190327;0000;21;;;
190327;0100;22;;;
190327;0200;18;;;
190327;0300;26;;;
190327;0400;26;;;
190327;0500;24;;;
190327;0600;33;;;
190327;0700;31;;;
190327;0800;41;;;
190327;0900;40;;;
190327;1000;33;;;
190327;1100;36;;;
190327;1200;29;;;
190327;1300;18;;;
190327;1400;27;;;
190327;1500;20;;;
190327;1600;22;;;
190327;1700;21;;;
190327;1800;17;;;
190327;1900;15;;;
190327;2000;14;;;
190327;2100;12;;;
190327;2200;12;;;
190327;2300;21;;;
190328;0000;15;;;
190328;0100;17;;;
190328;0200;24;;;
190328;0300;19;;;
190328;0400;20;;;
190328;0500;18;;;
190328;0600;20;;;
190328;0700;21;;;
190328;0800;28;;;
190328;0900;37;;;
190328;1000;44;;;
190328;1100;46;;;
190328;1200;46;;;
190328;1300;42;;;
190328;1400;34;;;
190328;1500;33;;;
190328;1600;24;;;
190328;1700;21;;;
190328;1800;18;;;
190328;1900;15;;;
190328;2000;12;;;
190328;2100;13;;;
190328;2200;13;;;
190328;2300;11;;;
190329;0000;18;;;
190329;0100;16;;;
190329;0200;17;;;
190329;0300;17;;;
190329;0400;19;;;
190329;0500;29;;;
190329;0600;26;;;
190329;0700;34;;;
190329;0800;36;;;
190329;0900;41;;;
190329;1000;53;;;
190329;1100;45;;;
190329;1200;39;;;
190329;1300;35;;;
190329;1400;30;;;
190329;1500;27;;;
190329;1600;21;;;
190329;1700;26;;;
190329;1800;22;;;
190329;1900;31;;;
190329;2000;35;;;
190329;2100;32;;;
190329;2200;30;;;
190329;2300;29;;;
190330;0000;43;;;
190330;0100;43;;;
190330;0200;45;;;
190330;0300;46;;;
190330;0400;55;;;
190330;0500;53;;;
190330;0600;45;;;
190330;0700;47;;;
190330;0800;46;;;
190330;0900;53;;;
190330;1000;57;;;
190330;1100;55;;;
190330;1200;48;;;
